Id,SalePrice
1461,122839.29
1462,166805.44
1463,180670.75
1464,176208.4
1465,202182.78
1466,173323.73
1467,168465.3
1468,167071.27
1469,181270.36
1470,130584.16
1471,200267.73
1472,97860.36
1473,98405.73
1474,158193.05
1475,131206.5
1476,357110.72
1477,253161.0
1478,305188.53
1479,280585.75
1480,519009.38
1481,309719.75
1482,214063.22
1483,172887.05
1484,167693.77
1485,173288.83
1486,194014.56
1487,336417.25
1488,244665.72
1489,190445.78
1490,225839.16
1491,190883.8
1492,88598.02
1493,195940.44
1494,293820.53
1495,285418.6
1496,236094.81
1497,179353.98
1498,156344.14
1499,158790.05
1500,144024.61
1501,161977.78
1502,154580.34
1503,282565.3
1504,231297.02
1505,216994.92
1506,190445.33
1507,243108.72
1508,193053.98
1509,159960.69
1510,143307.7
1511,143015.12
1512,172297.47
1513,140791.03
1514,190433.1
1515,204144.6
1516,161284.9
1517,163287.33
1518,136059.36
1519,231618.11
1520,135725.53
1521,136128.78
1522,162913.42
1523,113005.516
1524,117976.766
1525,124281.01
1526,122562.09
1527,108113.56
1528,126831.33
1529,142294.94
1530,171669.94
1531,98472.23
1532,102630.15
1533,156067.92
1534,119090.63
1535,143317.83
1536,110656.945
1537,85489.195
1538,175480.62
1539,219395.45
1540,93894.67
1541,133753.52
1542,130858.5
1543,218980.89
1544,82938.19
1545,112073.05
1546,121971.93
1547,127753.79
1548,130885.195
1549,114491.36
1550,138479.9
1551,121352.78
1552,137393.95
1553,142356.02
1554,105321.55
1555,173693.73
1556,90051.58
1557,101088.91
1558,101900.23
1559,72916.7
1560,139457.62
1561,153949.25
1562,127418.72
1563,120985.56
1564,164081.4
1565,154096.06
1566,226168.56
1567,77341.82
1568,222154.31
1569,134728.06
1570,132204.16
1571,121724.0
1572,149367.8
1573,252950.16
1574,136389.06
1575,222643.58
1576,220517.5
1577,192057.8
1578,146323.11
1579,149836.11
1580,194378.89
1581,146039.97
1582,129779.46
1583,343839.03
1584,225710.86
1585,141817.78
1586,83747.86
1587,93767.41
1588,145108.33
1589,100746.516
1590,138265.52
1591,94247.49
1592,120436.27
1593,130768.89
1594,126959.09
1595,117901.23
1596,239381.94
1597,181715.23
1598,204622.2
1599,204105.27
1600,200669.98
1601,83786.47
1602,111085.17
1603,75387.23
1604,280802.12
1605,254610.72
1606,168459.3
1607,176624.17
1608,210721.64
1609,178522.7
1610,155112.81
1611,148518.8
1612,175727.97
1613,166606.34
1614,125005.04
1615,87634.74
1616,66979.41
1617,96829.11
1618,126357.8
1619,142315.36
1620,164071.88
1621,131386.6
1622,143841.73
1623,296382.2
1624,209165.3
1625,131748.67
1626,165870.17
1627,179363.84
1628,282603.8
1629,178514.23
1630,410816.53
1631,215981.3
1632,245698.98
1633,164226.53
1634,172507.31
1635,179369.2
1636,161043.97
1637,181116.3
1638,215503.77
1639,177166.39
1640,259114.38
1641,174963.78
1642,219484.1
1643,227491.2
1644,221187.38
1645,184186.47
1646,160694.55
1647,167028.39
1648,135451.36
1649,137125.1
1650,114521.11
1651,125478.0
1652,98796.24
1653,98077.516
1654,147539.77
1655,154983.83
1656,149636.14
1657,147539.77
1658,147601.62
1659,138961.55
1660,150370.12
1661,462572.9
1662,410828.9
1663,387308.8
1664,509404.1
1665,307858.06
1666,348570.88
1667,380151.1
1668,320577.3
1669,300150.06
1670,340168.47
1671,257914.0
1672,499663.03
1673,295596.12
1674,252709.06
1675,185893.78
1676,186289.33
1677,200231.67
1678,527313.8
1679,412670.75
1680,331846.75
1681,272186.9
1682,304405.0
1683,176347.8
1684,180123.23
1685,168190.06
1686,173993.1
1687,161486.3
1688,183691.1
1689,186114.03
1690,187520.84
1691,172934.62
1692,278123.8
1693,165215.86
1694,171309.11
1695,173331.12
1696,278485.66
1697,175577.38
1698,358469.56
1699,333064.94
1700,242741.95
1701,259553.88
1702,264440.47
1703,250857.47
1704,292979.2
1705,230017.02
1706,461815.22
1707,218319.36
1708,203722.66
1709,293409.62
1710,224751.69
1711,248481.36
1712,244343.11
1713,260672.12
1714,214662.14
1715,198427.34
1716,176105.27
1717,170838.92
1718,137006.5
1719,201192.25
1720,250154.06
1721,172466.92
1722,132438.0
1723,160467.92
1724,224282.31
1725,237282.75
1726,186387.12
1727,157493.02
1728,184567.97
1729,150873.38
1730,167770.81
1731,124190.87
1732,125962.99
1733,120433.21
1734,127280.22
1735,133706.2
1736,117912.73
1737,353211.16
1738,206271.62
1739,279526.9
1740,210734.16
1741,190605.12
1742,157833.34
1743,174749.48
1744,294454.34
1745,217329.5
1746,239053.05
1747,227600.36
1748,226258.14
1749,155293.77
1750,135012.3
1751,237721.3
1752,122482.2
1753,152917.03
1754,203840.02
1755,167282.03
1756,134411.56
1757,123162.984
1758,144930.66
1759,162853.69
1760,172044.3
1761,145424.33
1762,184740.58
1763,170779.39
1764,115642.445
1765,166440.81
1766,179519.9
1767,237837.25
1768,143837.75
1769,176811.97
1770,144051.39
1771,129295.24
1772,145340.14
1773,132415.73
1774,131760.0
1775,135088.69
1776,129608.63
1777,113541.62
1778,139909.62
1779,107065.79
1780,173957.11
1781,133950.58
1782,99602.57
1783,130828.16
1784,100429.086
1785,131547.92
1786,177087.17
1787,167450.84
1788,58098.15
1789,103891.195
1790,81770.234
1791,182898.75
1792,152886.0
1793,136912.2
1794,140221.62
1795,137317.78
1796,121258.3
1797,116147.016
1798,126591.07
1799,112807.74
1800,127479.31
1801,121398.875
1802,133834.75
1803,157785.11
1804,141537.39
1805,143116.16
1806,108425.05
1807,123494.086
1808,115747.92
1809,116126.97
1810,144024.52
1811,95285.82
1812,92148.63
1813,117342.08
1814,93470.53
1815,58960.523
1816,98089.016
1817,107744.66
1818,149160.12
1819,117542.875
1820,48533.992
1821,103928.9
1822,136480.9
1823,35387.48
1824,140621.42
1825,129550.44
1826,95232.76
1827,103159.36
1828,136735.11
1829,117001.2
1830,136240.1
1831,172438.8
1832,88730.32
1833,139486.58
1834,120078.49
1835,152626.05
1836,117250.336
1837,86085.375
1838,108390.33
1839,88484.94
1840,156161.69
1841,148549.64
1842,80194.84
1843,135948.02
1844,137673.52
1845,136111.42
1846,161993.58
1847,162815.48
1848,57239.2
1849,121578.24
1850,124084.77
1851,148135.47
1852,132613.36
1853,132900.11
1854,169168.8
1855,153712.98
1856,211148.77
1857,179868.67
1858,142983.27
1859,126881.24
1860,151758.38
1861,126881.24
1862,318250.56
1863,318341.38
1864,318341.38
1865,321836.88
1866,325002.7
1867,255349.17
1868,313790.66
1869,197827.83
1870,250642.38
1871,259062.0
1872,176284.5
1873,229423.98
1874,147121.86
1875,215476.62
1876,191353.45
1877,220385.94
1878,207898.38
1879,133790.9
1880,141269.39
1881,236359.8
1882,256826.4
1883,195191.0
1884,204030.8
1885,261166.03
1886,309006.06
1887,214190.36
1888,288062.4
1889,165870.16
1890,130271.79
1891,135462.5
1892,111352.125
1893,123109.11
1894,128929.8
1895,138106.73
1896,124761.91
1897,111445.234
1898,109567.195
1899,142765.75
1900,157595.97
1901,159633.69
1902,145421.05
1903,221520.34
1904,133275.11
1905,186798.88
1906,168583.1
1907,207074.11
1908,115597.97
1909,142442.45
1910,124752.266
1911,206082.89
1912,307894.44
1913,150570.75
1914,60033.715
1915,326112.44
1916,60035.996
1917,272430.8
1918,139683.1
1919,155227.88
1920,152638.55
1921,442066.53
1922,319775.66
1923,219930.56
1924,218878.36
1925,212681.33
1926,404760.75
1927,138778.44
1928,163335.23
1929,122119.76
1930,126041.086
1931,145157.86
1932,136882.73
1933,176957.2
1934,173626.27
1935,177418.31
1936,170700.34
1937,183116.89
1938,174145.69
1939,238390.83
1940,205894.81
1941,170230.5
1942,180993.03
1943,212357.61
1944,329513.16
1945,387493.47
1946,157360.84
1947,297387.78
1948,180672.5
1949,236685.6
1950,176702.84
1951,273121.16
1952,225582.0
1953,164740.9
1954,195003.67
1955,128952.58
1956,297465.62
1957,164041.16
1958,309824.84
1959,137592.23
1960,117201.09
1961,114291.13
1962,100540.32
1963,108067.94
1964,110892.91
1965,145989.28
1966,153820.12
1967,279668.78
1968,425050.2
1969,414593.06
1970,452264.16
1971,459544.72
1972,402549.0
1973,267066.44
1974,318864.56
1975,488514.28
1976,269413.8
1977,351829.12
1978,378949.03
1979,317316.94
1980,188253.44
1981,351773.44
1982,223074.25
1983,215033.3
1984,173985.78
1985,214291.88
1986,213944.14
1987,172257.28
1988,172571.36
1989,194014.56
1990,213758.34
1991,211936.31
1992,207012.75
1993,180123.23
1994,246036.38
1995,188617.84
1996,243353.45
1997,325092.75
1998,351513.94
1999,259456.58
2000,319316.9
2001,258178.97
2002,236088.7
2003,255856.6
2004,270255.34
2005,232711.77
2006,245913.16
2007,255206.44
2008,208334.73
2009,182327.44
2010,197955.25
2011,145616.5
2012,174927.22
2013,178340.28
2014,174811.73
2015,196582.5
2016,184002.14
2017,196105.12
2018,119354.96
2019,132635.31
2020,115786.875
2021,115345.6
2022,185290.8
2023,143520.08
2024,224367.25
2025,363012.47
2026,172977.52
2027,143814.42
2028,158212.62
2029,162927.3
2030,273456.38
2031,260719.55
2032,271638.06
2033,277137.12
2034,159995.89
2035,200618.86
2036,195340.31
2037,200074.47
2038,311891.5
2039,221751.64
2040,343422.34
2041,246294.0
2042,200654.08
2043,164592.9
2044,178474.83
2045,215412.06
2046,138974.16
2047,145910.44
2048,134870.77
2049,137949.31
2050,188110.22
2051,107366.75
2052,137130.84
2053,148937.39
2054,95728.88
2055,164307.47
2056,132612.61
2057,114256.55
2058,218794.4
2059,136935.23
2060,158712.61
2061,180476.27
2062,130798.1
2063,114625.59
2064,133531.77
2065,119357.99
2066,168110.9
2067,118958.51
2068,147319.03
2069,80879.38
2070,113393.94
2071,98583.21
2072,131452.16
2073,139487.92
2074,180741.84
2075,146787.52
2076,125637.77
2077,146485.05
2078,128892.07
2079,122070.42
2080,115169.12
2081,121416.35
2082,122685.51
2083,142496.67
2084,111830.01
2085,123943.31
2086,125449.03
2087,113676.75
2088,101594.91
2089,78914.95
2090,122764.42
2091,110092.13
2092,130949.7
2093,111954.8
2094,124845.58
2095,149087.58
2096,74595.95
2097,90120.1
2098,144283.25
2099,69752.9
2100,89801.64
2101,121809.25
2102,142565.4
2103,99459.9
2104,140679.38
2105,112912.8
2106,73848.45
2107,234863.72
2108,116090.55
2109,106940.305
2110,131323.55
2111,159990.92
2112,133321.2
2113,121227.61
2114,107806.83
2115,147803.9
2116,128255.945
2117,141965.61
2118,112793.625
2119,105372.63
2120,120284.914
2121,86392.71
2122,106387.57
2123,91427.02
2124,181465.92
2125,121957.414
2126,143564.23
2127,142254.78
2128,120837.4
2129,105284.305
2130,131376.06
2131,169389.39
2132,116622.71
2133,127042.47
2134,121658.91
2135,102496.805
2136,61437.918
2137,113016.69
2138,131684.34
2139,157328.92
2140,138797.05
2141,146181.83
2142,128134.0
2143,147332.92
2144,123370.3
2145,133366.23
2146,160307.64
2147,150745.1
2148,130464.5
2149,140980.66
2150,213352.02
2151,119986.555
2152,188527.84
2153,168166.73
2154,109701.61
2155,131720.55
2156,234692.98
2157,226447.5
2158,243237.66
2159,218730.47
2160,169086.69
2161,249394.42
2162,419901.34
2163,341539.72
2164,250015.2
2165,176875.05
2166,146089.92
2167,225328.22
2168,197616.2
2169,200071.45
2170,216318.8
2171,146602.42
2172,141959.8
2173,155642.39
2174,235561.66
2175,310591.22
2176,315047.53
2177,240508.44
2178,211899.48
2179,140817.48
2180,215454.64
2181,195024.33
2182,213163.98
2183,188659.66
2184,129372.81
2185,127953.95
2186,149890.62
2187,155966.58
2188,151063.81
2189,284690.22
2190,88714.52
2191,88224.92
2192,97562.016
2193,103590.96
2194,102957.39
2195,110674.14
2196,111094.414
2197,107113.125
2198,165336.14
2199,180008.77
2200,137535.12
2201,134651.97
2202,202661.67
2203,156591.83
2204,173520.25
2205,112344.29
2206,135657.11
2207,214840.25
2208,257029.1
2209,213489.97
2210,125174.11
2211,117390.26
2212,113278.836
2213,102139.625
2214,122263.06
2215,104463.266
2216,138730.25
2217,101925.6
2218,71429.4
2219,66611.1
2220,70097.45
2221,327248.6
2222,263641.97
2223,286177.53
2224,219017.97
2225,134367.47
2226,197919.4
2227,193212.34
2228,262692.84
2229,238804.31
2230,155771.4
2231,220406.31
2232,183553.75
2233,178727.31
2234,241447.89
2235,208984.17
2236,273282.7
2237,375662.66
2238,211187.53
2239,124040.83
2240,161467.64
2241,161501.1
2242,133921.47
2243,133085.05
2244,114910.22
2245,110342.664
2246,148423.73
2247,114703.66
2248,126134.02
2249,127236.55
2250,136833.86
2251,109886.18
2252,175593.77
2253,147134.17
2254,177193.08
2255,184819.42
2256,189046.88
2257,203852.3
2258,170213.92
2259,170788.03
2260,173931.45
2261,196522.45
2262,214711.31
2263,330608.22
2264,442356.84
2265,162593.06
2266,275937.94
2267,414730.06
2268,405210.5
2269,152751.52
2270,187138.36
2271,232527.3
2272,204889.45
2273,161469.16
2274,173620.16
2275,175526.89
2276,180422.53
2277,185125.81
2278,145126.56
2279,134125.39
2280,128795.195
2281,169166.8
2282,184109.0
2283,105523.53
2284,114841.7
2285,154476.64
2286,124299.164
2287,337270.94
2288,268945.72
2289,378240.25
2290,462934.34
2291,310365.3
2292,449833.28
2293,453370.47
2294,419471.56
2295,495320.66
2296,290106.72
2297,309870.66
2298,312076.8
2299,399708.66
2300,340453.03
2301,279061.4
2302,235783.8
2303,244800.67
2304,250649.58
2305,179634.14
2306,178123.23
2307,185815.75
2308,228803.36
2309,278122.66
2310,216679.05
2311,191338.84
2312,172358.28
2313,171097.47
2314,184661.97
2315,171545.9
2316,183745.38
2317,177918.58
2318,169170.5
2319,181777.4
2320,173806.72
2321,245405.22
2322,179773.22
2323,175622.33
2324,166556.0
2325,204372.0
2326,164014.1
2327,205214.03
2328,222805.2
2329,173208.62
2330,166833.0
2331,367521.7
2332,426967.7
2333,326550.78
2334,253854.98
2335,260033.3
2336,358624.12
2337,189179.95
2338,279209.12
2339,223517.62
2340,414336.62
2341,207939.55
2342,230084.44
2343,217386.31
2344,224624.95
2345,248009.62
2346,228365.44
2347,187694.9
2348,231131.02
2349,170166.75
2350,283136.66
2351,247640.3
2352,261452.16
2353,229790.69
2354,135850.2
2355,154412.62
2356,154231.33
2357,201349.75
2358,190318.94
2359,124418.48
2360,116047.06
2361,135915.94
2362,274368.9
2363,136271.33
2364,167981.95
2365,224016.44
2366,207950.05
2367,223345.5
2368,205952.64
2369,221931.5
2370,161330.67
2371,160970.2
2372,185711.44
2373,279160.16
2374,297461.06
2375,242980.52
2376,298684.22
2377,403439.06
2378,135902.0
2379,204818.23
2380,139817.56
2381,154782.27
2382,188436.48
2383,201547.9
2384,238788.94
2385,164237.77
2386,138569.02
2387,135809.27
2388,102235.2
2389,123639.555
2390,146153.12
2391,139014.27
2392,117515.836
2393,167768.25
2394,145789.75
2395,213046.88
2396,141066.22
2397,214298.31
2398,133154.55
2399,61899.277
2400,60944.297
2401,119144.49
2402,138711.7
2403,135035.52
2404,147512.97
2405,154934.08
2406,144840.19
2407,127932.7
2408,145949.03
2409,126951.78
2410,175024.78
2411,119129.734
2412,159303.53
2413,132354.5
2414,134706.9
2415,134698.7
2416,122897.18
2417,132882.14
2418,124646.44
2419,123838.516
2420,126030.8
2421,146368.7
2422,111935.44
2423,125756.88
2424,154958.33
2425,212584.72
2426,137107.45
2427,129454.0
2428,187662.39
2429,122071.9
2430,130534.53
2431,111326.78
2432,141537.39
2433,145160.39
2434,134515.81
2435,148387.14
2436,102905.06
2437,111428.97
2438,131030.32
2439,106842.91
2440,114380.1
2441,106257.17
2442,99605.73
2443,117316.78
2444,129160.2
2445,69519.44
2446,122707.9
2447,180042.34
2448,131781.9
2449,106503.5
2450,139934.88
2451,119556.33
2452,217917.92
2453,99450.74
2454,119482.65
2455,129617.16
2456,126799.57
2457,127316.305
2458,115621.8
2459,112529.336
2460,120585.99
2461,113957.164
2462,133740.02
2463,116456.125
2464,163073.7
2465,128565.56
2466,109360.12
2467,145132.38
2468,74823.38
2469,72959.24
2470,196579.61
2471,211833.77
2472,156987.52
2473,116538.445
2474,91772.086
2475,219911.38
2476,114873.18
2477,126522.4
2478,157488.48
2479,108631.805
2480,148538.22
2481,127283.74
2482,126170.266
2483,115053.95
2484,118082.71
2485,121424.93
2486,155314.19
2487,202288.81
2488,164970.73
2489,146935.61
2490,165966.23
2491,101386.19
2492,170494.78
2493,149802.4
2494,160789.92
2495,94523.03
2496,253916.44
2497,145186.4
2498,111192.39
2499,91083.21
2500,127388.52
2501,139918.17
2502,140400.66
2503,93611.34
2504,171838.95
2505,223006.9
2506,257170.22
2507,295433.9
2508,259787.73
2509,214159.48
2510,232135.28
2511,182386.06
2512,200715.33
2513,196039.56
2514,247509.3
2515,149980.77
2516,158299.33
2517,137643.97
2518,153832.83
2519,210461.52
2520,206561.28
2521,189492.25
2522,218449.52
2523,132477.66
2524,143734.94
2525,148640.22
2526,132991.36
2527,114604.08
2528,134431.61
2529,139399.36
2530,122886.95
2531,249386.95
2532,219595.22
2533,195699.17
2534,225845.66
2535,324746.5
2536,238643.89
2537,236109.02
2538,187845.66
2539,187052.6
2540,170896.56
2541,182902.72
2542,163285.72
2543,127218.32
2544,137216.66
2545,139717.94
2546,135291.12
2547,141559.52
2548,156580.38
2549,149505.92
2550,665545.44
2551,138188.47
2552,130890.5
2553,84854.055
2554,114011.336
2555,124104.6
2556,103115.09
2557,115453.17
2558,178509.06
